시설명,시설주소,경도,위도,시설종류상세명,동이름,일인가구비율,cctv개수,건물가점,파출소거리역수값,백미터반경주택수,sum,순위
한믿음지역아동센터,서울특별시 영등포구 대방천로12길 5-2,126.9089117,37.4986121,아동복지시설,영등포동,0.18328343799999997,0.033529638,0.026023428857142858,0.006462611549889147,0.09846271587919464,0.3477618322862266,39
대길홈케어센터,서울특별시 영등포구 영등포로 84길 24-143층 (신길동 대길사회복지재단),126.9215106,37.5111621,재가노인복지시설,대림2동,0.08609047526141002,0.011176546,0.017348952571428572,0.0007480470689533132,0.23152044004026845,0.3468844609420604,40
광야홈리스센터,서울특별시 영등포구 경인로100길 3 (영등포동),126.9052733,37.5154368,노숙인등생활시설,영등포동,0.18328343799999997,0.11176546000000001,0.017348952571428572,0.0024097362961353667,0.026611544832214767,0.3414191316997787,41
영등포동주민센터,   -   ,126.910681,37.520349,   -   ,영등포동,0.18328343799999997,0.055882730000000005,0.060721334,0.003966351470157516,0.03725616276510067,0.34111001623525816,42
모랫말꿈터,서울특별시 영등포구 도영로 37 (도림동),126.89716,37.5102435,장애인지역사회재활시설,대림2동,0.08609047526141002,0.044706184,0.017348952571428572,0.0020122793902022018,0.18095850485906043,0.3311163960821012,43
쪼물왕국지역아동센터,서울특별시 영등포구 선유로53길 34-14 (양평동4가),126.8956068,37.5388819,아동복지시설,영등포동,0.18328343799999997,0.011176546,0.026023428857142858,0.0019099016185394513,0.10644617932885907,0.32883949380454136,44
햇살가득지역아동센터,서울특별시 영등포구 도신로15라길 2 (도림동),126.897886,37.5070245,아동복지시설,영등포동,0.18328343799999997,0.033529638,0.017348952571428572,0.0019583390465810974,0.08781809794630872,0.3239384655643184,45
돌봄누리 지역아동센터,서울특별시 영등포구 디지털로69가길2 2층 (대림동),126.9041363,37.4941708,아동복지시설,대림2동,0.08609047526141002,0.067059276,0.026023428857142858,0.0035172495543743573,0.14104118761073825,0.3237316172836655,46
영등포시니어클럽,서울특별시 영등포구 영중로 119109호 (영등포동8가) 리마크빌 영등포,126.9067475,37.516739,노인일자리지원기관,영등포동,0.18328343799999997,0.078235822,0.026023428857142858,0.0230687407662381,0.005322308966442953,0.31593373858982393,47
대길푸른초장,서울특별시 영등포구 영등포로84길 24-14,126.9215045,37.5115856,정신재활시설,대림2동,0.08609047526141002,0.011176546,0.017348952571428572,0.0013923112099929716,0.19958658624161071,0.3155948712844423,48
햇살보금자리,서울특별시 영등포구 국회대로54길 41-16 (영등포동2가),126.9104705,37.5220895,노숙인등이용시설,영등포동,0.18328343799999997,0.055882730000000005,0.034697905142857144,0.0024344221694333236,0.03725616276510067,0.31355465807739114,49
한국마약퇴치운동본부 중독재활센터,서울특별시 영등포구 당산로 238 (당산동6가),126.9028559,37.5345254,정신재활시설,영등포동,0.18328343799999997,0.11176546000000001,0.0,0.018487184669130307,0.0,0.3135360826691303,50
성프란치스꼬민들레의집,서울특별시 영등포구 도신로 146-3 1층(신길동)101102호,126.9079206,37.5091991,장애인거주시설,영등포본동,0.0,0.055882730000000005,0.017348952571428572,0.0024971392219933224,0.23418159452348997,0.30991041631691185,51
십대여성인권센터,서울특별시 영등포구 당산로38길 9-1 67층 (당산동4가 은혜빌딩),126.8993719,37.5290688,성매매피해지원시설,영등포동,0.18328343799999997,0.089412368,0.026023428857142858,0.0052426306152852315,0.0,0.3039618654724281,52
주현노인요양원,서울특별시 영등포구 가마산로 373주현빌딩 5층 (대림동),126.8992159,37.5019551,노인의료복지시설,영등포동,0.18328343799999997,0.0,0.026023428857142858,0.006832848151485421,0.0798346344966443,0.29597434950527257,53
참노인요양원(공동생활가정),서울특별시 영등포구 가마산로 373주현빌딩 5층,126.8992159,37.5019551,노인의료복지시설,영등포동,0.18328343799999997,0.0,0.026023428857142858,0.006832848151485421,0.0798346344966443,0.29597434950527257,53
영등포구주간보호센터,서울특별시 영등포구 신길로 553층,126.912014,37.5178508,장애인지역사회재활시설,영등포동,0.18328343799999997,0.044706184,0.026023428857142858,0.007038023034634491,0.0345950082818792,0.2956460821736565,54
영등포재가노인복지센터,서울특별시 영등포구 대림로 884층 (대림동),126.8965096,37.502948,재가노인복지시설,영등포동,0.18328343799999997,0.022353092,0.026023428857142858,0.0053301917131819004,0.05854539863087249,0.2955355492011972,55
구립대림1동데이케어센터,서울특별시 영등포구 디지털로 4412층 (대림동),126.9076166,37.4966899,재가노인복지시설,대림1동,0.08609047526141002,0.055882730000000005,0.026023428857142858,0.0034730790929584938,0.11975195174496646,0.29122166495647783,56
구립영등포어르신복지센터,서울특별시 영등포구 도영로22길 36-0 4층해광빌딩,126.9032916,37.5101744,노인여가복지시설,대림2동,0.08609047526141002,0.033529638,0.008674476285714286,0.0014107695190689873,0.15434696002684564,0.28405231909303896,57
문래동목화마을활력소,   -   ,126.891351,37.515449,   -   ,대림2동,0.08609047526141002,0.089412368,0.052046857714285716,0.004386316625041687,0.05056193518120806,0.2824979527819455,58
양평2동주민센터,   -   ,126.894038,37.53650136,   -   ,영등포동,0.18328343799999997,0.0,0.04337238142857142,0.00206886451744739,0.05322308966442953,0.2819477736104483,59
양평동복지관,   -   ,126.8874353,37.526829,   -   ,영등포동,0.18328343799999997,0.044706184,0.026023428857142858,0.003211094698974432,0.021289235865771812,0.2785133814218891,60
영등포구 발달장애인평생교육센터,서울특별시 영등포구 영등포로 146 (당산동1가),126.8975126,37.520879,장애인기타,영등포동,0.18328343799999997,0.044706184,0.026023428857142858,0.0031707792211997936,0.021289235865771812,0.2784730659441144,61
남서울교회노인복지센터,서울특별시 영등포구 신풍로16길 1401호 (신길동),126.9134103,37.4995636,재가노인복지시설,대림2동,0.08609047526141002,0.033529638,0.017348952571428572,0.0025951543881231605,0.1383800331275168,0.2779442533484785,62
옹달샘드롭인센터,서울특별시 영등포구 경인로94길 6 (문래동1가),126.9026105,37.5142047,노숙인등이용시설,영등포동,0.18328343799999997,0.055882730000000005,0.008674476285714286,0.0066291519929773555,0.018628081382550336,0.27309787766124194,63
대림1동 아이랜드 (영등포3호점 우리동네키움센터),서울특별시 영등포구 시흥대로183길9-2 2층 (대림동),126.9066103,37.4912473,아동복지시설,대림2동,0.08609047526141002,0.044706184,0.017348952571428572,0.0017431846113150032,0.11975195174496646,0.26964074818912004,64
21세기요양원 노인요양공동생활가정,서울특별시 영등포구 도신로69 4층층 (도림동),126.9000901,37.5063513,노인의료복지시설,도림동,0.08609047526141002,0.033529638,0.017348952571428572,0.0019525528926997557,0.13039656967785235,0.26931818840339067,65
조이드림지역아동센터,서울특별시 영등포구 당산로38길 9-3 (당산동4가),126.8994827,37.529232,아동복지시설,영등포동,0.18328343799999997,0.067059276,0.008674476285714286,0.005518780602782993,0.0,0.26453597088849723,66
선유지역아동센터,서울특별시 영등포구 선유로24길 3-3,126.8907149,37.523095,아동복지시설,영등포본동,0.0,0.089412368,0.034697905142857144,0.033604124140983495,0.10644617932885907,0.2641605766126997,67
어버이사랑노인의료실버타운,서울특별시 영등포구 도림로 323 2층 203 205호 (신길동 건영상가),126.9013363,37.5062097,노인의료복지시설,영등포동,0.18328343799999997,0.022353092,0.017348952571428572,0.002344208931073559,0.0345950082818792,0.25992469978438126,68
여의동주민센터,   -   ,126.934597,37.517642,   -   ,영등포동,0.18328343799999997,0.044706184,0.026023428857142858,0.00021757483530037493,0.0026611544832214765,0.25689178017566466,69
자활지원센터 넝쿨,서울특별시 영등포구 영등포로 420-61층,126.9245464,37.5124332,성매매피해지원시설,영등포동,0.18328343799999997,0.022353092,0.034697905142857144,0.0008967361421838286,0.013305772416107383,0.2545369437011483,70
구립모랫말데이케어센터,서울특별시 영등포구 도영로 41 (도림동),126.8974958,37.509715,재가노인복지시설,대림2동,0.08609047526141002,0.0,0.017348952571428572,0.00207135848587177,0.1490246510604027,0.25453543737911305,71
영등포좋은나무지역아동센터,서울특별시 영등포구 양산로 90-1두선빌딩 2층 (당산동2가),126.8930938,37.5244058,아동복지시설,영등포동,0.18328343799999997,0.0,0.034697905142857144,0.005328628384892282,0.021289235865771812,0.2445992073935212,72
구립신길5동데이케어센터,서울특별시 영등포구 도림로80길 6 2층~3층(신길동),126.9054614,37.5017788,재가노인복지시설,대림2동,0.08609047526141002,0.055882730000000005,0.017348952571428572,0.0022531827620031935,0.08249578897986577,0.24407112957470756,73
영등포재가노인지원센터,서울특별시 영등포구 선유서로34길 10 (양평동3가),126.887446,37.5268666,재가노인복지시설,영등포동,0.18328343799999997,0.033529638,0.0,0.003211094698974432,0.018628081382550336,0.23865225208152474,74
영등포구수어통역센터,서울특별시 영등포구 경인로112길 132층 (영등포동1가),126.9155911,37.5176765,장애인지역사회재활시설,영등포동,0.18328343799999997,0.0,0.008674476285714286,0.003197179237987073,0.042578471731543624,0.23773356525524492,75
디모데지역아동센터,서울특별시 영등포구 영등포로86길 17 (신길동),126.9231371,37.5113211,아동복지시설,대림2동,0.08609047526141002,0.055882730000000005,0.017348952571428572,0.0005752385990286091,0.07717348001342282,0.23707087644529,76
다사랑영등포지역아동센터,서울특별시 영등포구 신길로42길35 111동 903호 (신길동 삼성래미안아파트),126.9146247,37.5070804,아동복지시설,대림2동,0.08609047526141002,0.0,0.008674476285714286,0.0010098475419621261,0.14104118761073825,0.23681598669982468,77
시립영등포장애인복지관,서울특별시 영등포구 버드나루로 22(영등포동2가),126.9129091,37.5208686,장애인지역사회재활시설,영등포동,0.18328343799999997,0.022353092,0.017348952571428572,0.0036368643998374688,0.0,0.226622346971266,78
당산2동주민센터,   -   ,126.902077,37.534672,   -   ,대림2동,0.08609047526141002,0.089412368,0.026023428857142858,0.02499829985861219,0.0,0.22652457197716508,79
라피드보호작업장,서울특별시 영등포구 영신로40길16 2층 (영등포동6가),126.9030305,37.5210565,장애인직업재활시설,대림2동,0.08609047526141002,0.044706184,0.026023428857142858,0.003408283733378178,0.06386770759731543,0.22409607944924648,80
영등포50플러스센터,서울특별시 영등포구 여의대방로 372여의도복지관 3층,126.9307653,37.5181392,노인여가복지시설,영등포동,0.18328343799999997,0.033529638,0.0,0.000301803285125528,0.0,0.2171148792851255,81
서울희망데이케어센터,서울특별시 영등포구 도신로 235 (신길동),126.9169555,37.512499,재가노인복지시설,영등포본동,0.0,0.044706184,0.026023428857142858,0.0015455357744731339,0.14370234209395974,0.21597749072557573,82
씨드센터,서울특별시 영등포구 양평로12가길 8-2 (당산동6가 씨드센터),126.900293,37.5364568,아동복지시설,영등포동,0.18328343799999997,0.0,0.017348952571428572,0.00465036093394854,0.0026611544832214765,0.20794390598859858,83
솔로몬지역아동센터,서울특별시 영등포구 양평로30가길 1919-0 2층,126.8909425,37.5428658,아동복지시설,영등포본동,0.0,0.089412368,0.026023428857142858,0.0006376282722526646,0.09047925242953021,0.20655267755892576,84
소망방문요양복지센터,서울특별시 영등포구 양평로30가길 19204동 307호(양평동6가 동양아파트상가),126.8909425,37.5428658,재가노인복지시설,영등포본동,0.0,0.089412368,0.026023428857142858,0.0006376282722526646,0.09047925242953021,0.20655267755892576,84
행복한나무,서울특별시 영등포구 양산로 96 양산로 96 산경물산 A30호(당산동2가),126.8935358,37.52359,장애인직업재활시설,신길1동,0.08609047526141002,0.033529638,0.04337238142857142,0.0035282995265673335,0.03725616276510067,0.20377695698164944,85
영등포구치매안심센터,영등포구 당산로 29길 9당산동3가,126.8939868,37.525991,건강기타,영등포동,0.18328343799999997,0.011176546,0.0,0.0028612586119528068,0.0,0.19732124261195277,86
영등포구정신건강증진센터,서울특별시 영등포구 당산로 123영등포보건소 내 지하1층 (당산동3가)(당산동3가),126.8959184,37.5261892,정신보건기타,영등포동,0.18328343799999997,0.0,0.008674476285714286,0.003973881194884221,0.0,0.19593179548059847,87
리드릭,서울특별시 영등포구 양산로 96양산로 96 산경물산(당산동2가),126.8935358,37.52359,장애인직업재활시설,대림2동,0.08609047526141002,0.033529638,0.034697905142857144,0.0035282995265673335,0.03725616276510067,0.19510248069593517,88
두레민들레교실,서울특별시 영등포구 버드나루로14가길 14-0121-156,126.9095455,37.5265681,아동복지시설,대림2동,0.08609047526141002,0.044706184,0.026023428857142858,0.0021937321459636213,0.026611544832214767,0.18562536509673125,89
이음장애인자립생활센터,서울특별시 영등포구 선유로 1461213호 (양평동3가),126.8871899,37.5144029,장애인기타,영등포동,0.18328343799999997,0.0,0.0,0.001960991187044192,0.0,0.18524442918704415,90
해오름장애인자립생활센터,서울특별시 영등포구 국회대로62길 14한국스카우트연맹 302호 (여의도동),126.9164787,37.526704,장애인기타,영등포동,0.18328343799999997,0.0,0.0,0.0015110138074188465,0.0,0.18479445180741882,91
에녹요양협동조합 주야간보호센터,서울특별시 영등포구 가마산로 3133층 (대림동),126.9158774,37.5033616,재가노인복지시설,영등포동,0.18328343799999997,0.0,0.0,0.0008055959421088081,0.0,0.18408903394210877,92
두날개지역아동센터,서울특별시 영등포구 가마산로 333 유현빌딩 3층 (대림동),126.8962898,37.4994409,아동복지시설,대림2동,0.08609047526141002,0.0,0.026023428857142858,0.0117546948369994,0.04523962621476511,0.16910822517031737,93
구립푸르름지역아동센터,서울특별시 영등포구 영등포로64길 15 (신길동) 소통관 1층,126.9170873,37.5135545,아동복지시설,대림2동,0.08609047526141002,0.0,0.017348952571428572,0.00233278008167157,0.05854539863087249,0.16431760654538263,94
살레시오청소년센터,서울특별시 영등포구 디지털로 424 (대림동),126.905689,37.4939329,아동복지시설,대림2동,0.08609047526141002,0.011176546,0.017348952571428572,0.0026764695297003655,0.03991731724832215,0.15720976061086112,95
꿈더하기지원센터,서울특별시 영등포구 영등포로64길 15울림동 1층 (신길동),126.9170873,37.5135545,장애인기타,대림2동,0.08609047526141002,0.0,0.008674476285714286,0.00233278008167157,0.05854539863087249,0.15564313025966836,96
당산1동주민센터,   -   ,126.8974513,37.52512054,   -   ,대림2동,0.08609047526141002,0.033529638,0.026023428857142858,0.0034477789236032055,0.0,0.14909132104215608,97
구립영등포노인케어센터,서울특별시 영등포구 도림로 482,126.890343,37.5168833,노인의료복지시설,대림2동,0.08609047526141002,0.022353092,0.017348952571428572,0.003229828889513321,0.015966926899328857,0.14498927562168076,98
구립영등포노인종합복지관병설데이케어센터,서울특별시 영등포구 도림로 482,126.890343,37.5168833,재가노인복지시설,대림2동,0.08609047526141002,0.022353092,0.017348952571428572,0.003229828889513321,0.015966926899328857,0.14498927562168076,98
구립영등포노인종합복지관,서울특별시 영등포구 도림로 482,126.890343,37.5168833,노인여가복지시설,대림2동,0.08609047526141002,0.022353092,0.017348952571428572,0.003229828889513321,0.015966926899328857,0.14498927562168076,98
구립영등포노인케어센터 병설 엘림데이케어센터,서울특별시 영등포구 도림로 482구립영등포노인케어센터 1층 (문래동3가),126.890343,37.5168833,재가노인복지시설,대림2동,0.08609047526141002,0.022353092,0.017348952571428572,0.003229828889513321,0.015966926899328857,0.14498927562168076,98
새생명장애인주간보호소,서울특별시 영등포구 도림로 310-1301 (신길동),126.902255,37.5052631,장애인지역사회재활시설,영등포본동,0.0,0.0,0.017348952571428572,0.0020239289447744903,0.1250742607114094,0.14444714222761246,99
구립여의도원광데이케어센터,서울특별시 영등포구 여의대방로68길 15영창빌딩 3층,126.9328944,37.5179693,재가노인복지시설,대림2동,0.08609047526141002,0.044706184,0.0,0.0,0.010644617932885906,0.14144127719429592,100
(주)감사하는사람들노인복지센터,서울특별시 영등포구 시흥대로 649301호 (대림동),126.9027577,37.4855981,재가노인복지시설,대림2동,0.08609047526141002,0.044706184,0.0,0.0009136642287457706,0.007983463449664429,0.13969378693982024,101
송천쉼터,서울특별시 영등포구 당산로48길 10마약퇴치운동본부당산동6가,126.9033198,37.5345207,정신재활시설,영등포본동,0.0,0.122942006,0.0,0.01631409949184817,0.0,0.13925610549184816,102
Vine Center,서울특별시 영등포구 양평로12가길 8 (당산동6가),126.900249,37.5363753,한부모가족복지시설,당산6동,0.08609047526141002,0.022353092,0.008674476285714286,0.008169453376494896,0.0026611544832214765,0.1279486514068407,103
서울특별시립영등포쪽방상담소,서울특별시 영등포구 경인로 823-2 (영등포동4가),126.9044183,37.5158884,노숙인등이용시설,영등포본동,0.0,0.033529638,0.026023428857142858,0.008965102872262223,0.05588424414765101,0.12440241387705608,104
구립여의도어르신복지센터,서울특별시 영등포구 여의대방로 372 (여의도동),126.9307653,37.5181392,노인여가복지시설,대림2동,0.08609047526141002,0.033529638,0.0,0.000301803285125528,0.0,0.11992191654653554,105
문래동주민센터,   -   ,126.899522,37.517111,   -   ,대림2동,0.08609047526141002,0.0,0.026023428857142858,0.0032534149153792876,0.0,0.11536731903393216,106
서울 영등포지역자활센터,서울특별시 영등포구 영등포로65길 3-02층,126.9184813,37.5149368,자활시설,영등포본동,0.0,0.0,0.026023428857142858,0.002803915730289591,0.08515694346308725,0.11398428805051969,107
당산1동 아이랜드 (영등포2호점 우리동네키움센터),서울특별시 영등포구 당산로29길 9 (당산동3가),126.8939868,37.525991,아동복지시설,대림2동,0.08609047526141002,0.011176546,0.008674476285714286,0.0028612586119528068,0.0,0.10880275615907711,108
구립영등포노인복지센터 병설 데이케어센터,서울특별시 영등포구 선유서로34길 103층 (양평동3가),126.8876521,37.5274632,재가노인복지시설,대림2동,0.08609047526141002,0.0,0.008674476285714286,0.0009562308992574605,0.010644617932885906,0.10636580037926767,109
마자렐로센터,서울특별시 영등포구 신길로 93 (신길동),126.9090277,37.5015235,아동복지시설,대림2동,0.08609047526141002,0.0,0.008674476285714286,0.004448680549329206,0.005322308966442953,0.10453594106289646,110
구립영등포치매전문데이케어센터,서울특별시 영등포구 당산로29길9 5층 (당산동3가),126.8939868,37.525991,재가노인복지시설,대림2동,0.08609047526141002,0.011176546,0.0,0.0028612586119528068,0.0,0.10012827987336283,111
돈보스코지역아동복지센터,서울특별시 영등포구 여의대방로 65돈보스코센터 4층 아동복지센터,126.9134322,37.4972751,아동복지시설,대림2동,0.08609047526141002,0.0,0.008674476285714286,0.0010572476557033665,0.0026611544832214765,0.09848335368604914,112
